Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
LUDHRES15DEL02,34,4.3,30.899584,75.809346,30.919584,75.829346,Buffet ,motorcycle ,20
SURRES14DEL03,29,4.9,21.157729,72.768726,21.247729,72.858726,Snack ,scooter ,21
ALHRES07DEL02,20,4.4,25.449659,81.839744,25.499659,81.889744,Snack ,motorcycle ,36
HYDRES17DEL01,37,4.4,17.451976,78.385883,17.461976,78.395883,Buffet ,motorcycle ,38
CHENRES05DEL01,34,3.5,13.058616,80.264151,13.128616,80.334151,Buffet ,motorcycle ,32
KOLRES02DEL02,20,4.6,22.514585,88.39331,22.594585,88.47331,Drinks ,scooter ,20
JAPRES02DEL02,27,4.6,26.914142,75.805704,26.994142,75.885704,Meal ,motorcycle ,39
MYSRES01DEL02,31,4.6,12.311072,76.654878,12.361072,76.704878,Drinks ,scooter ,29
MUMRES04DEL02,37,4.6,19.254567,72.848923,19.274567,72.868923,Snack ,motorcycle ,17
JAPRES15DEL03,38,4.7,26.891191,75.802083,26.921191,75.832083,Buffet ,motorcycle ,30
RANCHIRES04DEL02,29,5.0,23.359033,85.325347,23.409033,85.375347,Drinks ,scooter ,20
VADRES16DEL02,22,4.9,0.0,0.0,0.05,0.05,Drinks ,motorcycle ,27
INDORES13DEL01,30,4.6,22.745049,75.892471,22.785049,75.932471,Snack ,electric_scooter ,16
DEHRES02DEL03,37,4.9,0.0,0.0,0.09,0.09,Meal ,motorcycle ,49
RANCHIRES15DEL01,39,4.8,23.369746,85.33982,23.409746,85.37982,Snack ,scooter ,27
AURGRES14DEL03,24,4.8,19.875016,75.322405,19.905016,75.352405,Snack ,electric_scooter ,11
VADRES04DEL01,39,5.0,0.0,0.0,0.04,0.04,Snack ,scooter ,27
LUDHRES15DEL03,22,4.6,30.899584,75.809346,30.959584,75.869346,Buffet ,motorcycle ,12
RANCHIRES17DEL02,22,4.5,23.374878,85.335739,23.394878,85.355739,Snack ,motorcycle ,23
VADRES20DEL03,29,4.6,-22.311358,-73.164798,22.371358,73.224798,Buffet ,electric_scooter ,21
PUNERES20DEL02,30,4.6,18.592718,73.773572,18.642718,73.823572,Drinks ,electric_scooter ,21
INDORES13DEL02,37,4.9,22.745049,75.892471,22.765049,75.912471,Drinks ,scooter ,27
CHENRES12DEL02,28,4.9,12.972793,80.249982,13.102793,80.379982,Snack ,scooter ,19
MUMRES010DEL01,26,4.6,19.003517,72.82765,19.113517,72.93765,Buffet ,motorcycle ,18
DEHRES02DEL03,34,4.2,0.0,0.0,0.09,0.09,Snack ,motorcycle ,41
HYDRES05DEL02,23,5.0,17.433809,78.386744,17.513809,78.466744,Meal ,motorcycle ,15
MYSRES11DEL02,22,4.4,12.323225,76.630028,12.343225,76.650028,Buffet ,motorcycle ,26
PUNERES14DEL03,37,4.9,18.516216,73.842527,18.576216,73.902527,Snack ,motorcycle ,22
SURRES13DEL02,26,4.9,21.170096,72.789122,21.250096,72.869122,Drinks ,motorcycle ,19
AGRRES18DEL03,24,4.6,27.161694,78.034714,27.251694,78.124714,Drinks ,motorcycle ,22
BANGRES17DEL03,30,4.9,12.972532,77.608179,13.062532,77.698179,Drinks ,motorcycle ,21
MUMRES20DEL01,29,4.9,19.103249,72.846749,19.143249,72.886749,Buffet ,motorcycle ,22
CHENRES05DEL03,29,4.6,13.058616,80.264151,13.118616,80.324151,Snack ,motorcycle ,27
VADRES01DEL02,29,4.7,22.307898,73.167788,22.437898,73.297788,Snack ,scooter ,11
SURRES19DEL01,29,4.6,21.149669,72.772629,21.219669,72.842629,Meal ,motorcycle ,40
COIMBRES03DEL03,21,4.6,11.025083,77.015393,11.055083,77.045393,Meal ,motorcycle ,32
BANGRES07DEL01,22,5.0,12.978453,77.643685,12.988453,77.653685,Snack ,motorcycle ,15
PUNERES06DEL02,29,4.6,18.546258,73.904337,18.676258,74.034337,Snack ,motorcycle ,11
RANCHIRES17DEL02,26,4.8,23.374878,85.335739,23.504878,85.465739,Snack ,scooter ,27
KOLRES13DEL02,34,4.0,22.553227,88.353273,22.633227,88.433273,Meal ,motorcycle ,42
BANGRES18DEL01,28,5.0,12.913041,77.683237,12.923041,77.693237,Drinks ,scooter ,17
HYDRES01DEL02,36,3.9,17.410371,78.437225,17.490371,78.517225,Buffet ,motorcycle ,32
RANCHIRES01DEL02,36,4.9,23.416792,85.316842,23.466792,85.366842,Meal ,scooter ,26
SURRES02DEL01,25,4.7,21.186608,72.794136,21.296608,72.904136,Snack ,scooter ,26
JAPRES16DEL02,24,4.1,26.849596,75.800512,26.869596,75.820512,Snack ,motorcycle ,26
CHENRES06DEL02,39,4.4,13.054347,80.257221,13.074347,80.277221,Meal ,motorcycle ,30
KNPRES01DEL03,35,3.7,26.483672,80.320708,26.623672,80.460708,Buffet ,motorcycle ,33
PUNERES11DEL01,28,4.1,18.533811,73.899315,18.573811,73.939315,Meal ,motorcycle ,47
MYSRES08DEL03,20,4.7,12.297954,76.665169,12.327954,76.695169,Snack ,motorcycle ,27
SURRES06DEL02,21,4.5,21.185047,72.80859,21.265047,72.88859,Meal ,motorcycle ,42
SURRES01DEL03,33,4.7,21.186438,72.794115,21.246438,72.854115,Meal ,scooter ,23
BANGRES07DEL02,20,4.8,12.978453,77.643685,12.998453,77.663685,Meal ,motorcycle ,17
JAPRES08DEL01,34,4.9,26.910262,75.783013,26.980262,75.853013,Buffet ,motorcycle ,29
COIMBRES18DEL02,27,4.8,11.02091,76.940432,11.10091,77.020432,Buffet ,electric_scooter ,27
PUNERES06DEL03,35,4.1,18.546258,73.904337,18.636258,73.994337,Meal ,motorcycle ,46
CHENRES010DEL01,25,4.9,13.066762,80.251865,13.076762,80.261865,Buffet ,motorcycle ,24
SURRES19DEL02,26,4.8,21.149669,72.772629,21.229669,72.852629,Buffet ,electric_scooter ,16
RANCHIRES09DEL03,22,4.7,23.351058,85.325731,23.441058,85.415731,Meal ,scooter ,16
ALHRES04DEL01,26,4.3,0.0,0.0,0.07,0.07,Snack ,scooter ,35
COIMBRES05DEL02,25,5.0,11.022169,76.999594,11.152169,77.129594,Meal ,motorcycle ,41
COIMBRES13DEL01,34,5.0,11.003669,76.976494,11.113669,77.086494,Snack ,motorcycle ,45
DEHRES09DEL03,29,4.6,30.332735,78.054222,30.472735,78.194222,Drinks ,motorcycle ,40
JAPRES03DEL02,36,4.7,26.913483,75.803139,26.993483,75.883139,Snack ,electric_scooter ,25
MUMRES06DEL03,22,4.8,19.055831,72.833984,19.085831,72.863984,Drinks ,scooter ,17
SURRES20DEL03,29,4.6,-21.15276,72.778059,21.21276,72.838059,Meal ,motorcycle ,18
AURGRES18DEL01,37,4.9,19.888716,75.321461,19.998716,75.431461,Buffet ,motorcycle ,26
BANGRES13DEL03,30,4.7,12.935662,77.61413,12.965662,77.64413,Buffet ,motorcycle ,33
HYDRES12DEL02,22,5.0,17.429585,78.392621,17.449585,78.412621,Snack ,motorcycle ,23
RANCHIRES17DEL01,36,4.8,23.374878,85.335739,23.384878,85.345739,Buffet ,scooter ,15
COIMBRES02DEL02,36,4.9,11.022477,76.995667,11.042477,77.015667,Buffet ,motorcycle ,25
BANGRES11DEL01,31,4.5,12.934365,77.616155,13.004365,77.686155,Snack ,motorcycle ,29
CHENRES02DEL02,39,4.9,13.086438,80.220672,13.166438,80.300672,Drinks ,motorcycle ,24
CHENRES20DEL01,25,4.6,12.975996,80.221898,13.085996,80.331898,Buffet ,scooter ,27
DEHRES15DEL03,27,4.6,0.0,0.0,0.09,0.09,Meal ,motorcycle ,24
HYDRES07DEL02,29,4.6,17.424114,78.347554,17.504114,78.427554,Buffet ,motorcycle ,48
BANGRES11DEL02,38,4.8,12.934365,77.616155,12.954365,77.636155,Snack ,scooter ,19
BANGRES05DEL03,22,4.7,12.970324,77.645748,13.060324,77.735748,Snack ,motorcycle ,15
VADRES09DEL03,26,4.9,0.0,0.0,0.09,0.09,Drinks ,scooter ,11
INDORES09DEL02,31,4.4,22.725835,75.887648,22.805835,75.967648,Meal ,motorcycle ,38
CHENRES15DEL03,32,4.8,13.026286,80.275235,13.056286,80.305235,Buffet ,motorcycle ,27
MUMRES02DEL01,39,4.7,19.221315,72.862381,19.261315,72.902381,Drinks ,motorcycle ,20
JAPRES06DEL01,20,4.8,26.911927,75.797282,27.021927,75.907282,Snack ,scooter ,28
VADRES19DEL01,33,4.5,22.311844,73.165081,22.421844,73.275081,Drinks ,scooter ,26
PUNERES18DEL02,31,4.7,18.593481,73.785901,18.613481,73.805901,Buffet ,motorcycle ,15
RANCHIRES01DEL01,31,4.9,23.416792,85.316842,23.486792,85.386842,Meal ,motorcycle ,42
VADRES07DEL03,31,4.7,0.0,0.0,0.09,0.09,Meal ,scooter ,47
RANCHIRES18DEL02,25,4.6,23.351489,85.324253,23.481489,85.454253,Meal ,motorcycle ,28
MUMRES14DEL03,28,4.8,19.1813,72.836191,19.2113,72.866191,Buffet ,motorcycle ,24
ALHRES20DEL01,31,4.8,25.454697,81.834492,25.524697,81.904492,Drinks ,scooter ,27
VADRES12DEL02,21,4.9,0.0,0.0,0.08,0.08,Drinks ,motorcycle ,34
JAPRES05DEL03,25,5.0,26.905287,75.794592,26.965287,75.854592,Snack ,motorcycle ,29
HYDRES04DEL01,38,4.6,17.411028,78.329645,17.451028,78.369645,Meal ,scooter ,37
MYSRES19DEL03,39,3.7,12.334022,76.618203,12.424022,76.708203,Meal ,motorcycle ,37
AGRRES18DEL02,21,4.8,27.161694,78.034714,27.291694,78.164714,Drinks ,scooter ,27
LUDHRES18DEL01,21,5.0,30.890184,75.829615,31.000184,75.939615,Buffet ,electric_scooter ,26
CHENRES09DEL02,36,4.8,13.044694,80.26147,13.094694,80.31147,Meal ,scooter ,19
AURGRES13DEL03,34,4.9,19.880256,75.323503,19.910256,75.353503,Buffet ,scooter ,35
BANGRES16DEL01,20,4.9,13.029198,77.570997,13.039198,77.580997,Buffet ,motorcycle ,11
VADRES20DEL03,36,4.1,22.311358,73.164798,22.341358,73.194798,Drinks ,motorcycle ,31
COIMBRES16DEL03,22,4.8,11.010375,76.95295,11.070375,77.01295,Meal ,electric_scooter ,26
DEHRES15DEL01,23,4.9,0.0,0.0,0.11,0.11,Drinks ,electric_scooter ,38
VADRES03DEL01,24,4.6,22.32,73.17,22.43,73.28,Meal ,motorcycle ,20
JAPRES18DEL03,29,4.8,26.913987,75.752891,27.053987,75.892891,Snack ,motorcycle ,31
MUMRES14DEL01,38,4.9,19.1813,72.836191,19.1913,72.846191,Buffet ,scooter ,24
CHENRES14DEL02,29,4.6,13.026279,80.174568,13.076279,80.224568,Drinks ,motorcycle ,13
SURRES11DEL02,39,4.9,21.157735,72.768778,21.287735,72.898778,Drinks ,scooter ,29
INDORES12DEL02,38,4.9,22.74806,75.8934,22.76806,75.9134,Drinks ,scooter ,15
MUMRES18DEL01,22,4.8,19.1093,72.825451,19.1793,72.895451,Buffet ,motorcycle ,24
PUNERES02DEL02,32,4.9,18.55144,73.804855,18.63144,73.884855,Drinks ,scooter ,20
MYSRES05DEL01,34,4.7,12.323978,76.627961,12.333978,76.637961,Buffet ,scooter ,15
MUMRES14DEL02,23,4.9,19.1813,72.836191,19.2613,72.916191,Meal ,motorcycle ,22
ALHRES06DEL03,22,4.7,0.0,0.0,0.09,0.09,Meal ,motorcycle ,24
KOCRES08DEL01,25,4.7,9.985497,76.276999,10.095497,76.386999,Meal ,scooter ,19
SURRES04DEL02,35,4.6,21.173493,72.801953,21.303493,72.931953,Buffet ,motorcycle ,15
CHENRES07DEL03,25,4.6,13.081878,80.248519,13.111878,80.278519,Snack ,motorcycle ,17
BANGRES08DEL02,39,4.6,12.906229,77.596791,12.956229,77.646791,Snack ,motorcycle ,20
BHPRES16DEL01,38,4.6,23.264015,77.408236,23.274015,77.418236,Buffet ,scooter ,23
SURRES14DEL01,24,4.6,21.157729,72.768726,21.197729,72.808726,Meal ,scooter ,34
MUMRES08DEL02,29,4.6,-19.065838,-72.832658,19.085838,72.852658,Snack ,scooter ,18
SURRES010DEL02,37,4.8,21.17106,72.789292,21.19106,72.809292,Meal ,scooter ,29
KNPRES14DEL03,25,4.6,26.463504,80.372929,26.523504,80.432929,Drinks ,scooter ,27
JAPRES010DEL01,25,4.9,26.921411,75.793604,27.031411,75.903604,Buffet ,motorcycle ,38
HYDRES13DEL02,33,5.0,17.431477,78.40035,17.561477,78.53035,Buffet ,motorcycle ,37
MUMRES04DEL01,30,4.9,19.254567,72.848923,19.264567,72.858923,Snack ,scooter ,28
BANGRES19DEL01,23,4.4,12.914264,77.6784,12.924264,77.6884,Drinks ,motorcycle ,26
INDORES05DEL01,33,4.8,22.727021,75.884167,22.767021,75.924167,Buffet ,motorcycle ,26
JAPRES12DEL02,22,5.0,26.902908,75.792934,27.032908,75.922934,Meal ,scooter ,12
AGRRES14DEL03,37,4.7,27.16185,78.040165,27.22185,78.100165,Meal ,scooter ,32
RANCHIRES08DEL03,20,4.9,23.353783,85.326967,23.443783,85.416967,Buffet ,motorcycle ,27
VADRES11DEL02,24,4.9,22.308096,73.167753,22.358096,73.217753,Meal ,scooter ,16
MUMRES12DEL03,23,3.3,19.207222,72.972281,19.297222,73.062281,Buffet ,scooter ,31
SURRES010DEL02,21,4.7,21.17106,72.789292,21.22106,72.839292,Snack ,motorcycle ,14
INDORES010DEL02,39,4.4,22.75004,75.902847,22.80004,75.952847,Buffet ,scooter ,34
KOCRES03DEL01,31,4.9,10.020683,76.310631,10.130683,76.420631,Buffet ,motorcycle ,49
VADRES16DEL03,37,4.6,0.0,0.0,0.06,0.06,Meal ,scooter ,34
HYDRES07DEL01,32,4.6,17.424114,78.347554,17.534114,78.457554,Meal ,motorcycle ,16
SURRES04DEL01,20,4.7,21.173493,72.801953,21.283493,72.911953,Drinks ,motorcycle ,31
HYDRES02DEL03,20,4.5,17.41233,78.449654,17.50233,78.539654,Buffet ,motorcycle ,27
SURRES09DEL03,32,5.0,21.175975,72.795503,21.205975,72.825503,Drinks ,motorcycle ,25
RANCHIRES03DEL01,26,4.7,0.0,0.0,0.11,0.11,Meal ,motorcycle ,26
COIMBRES14DEL01,38,4.1,11.003681,76.975525,11.043681,77.015525,Buffet ,scooter ,33
JAPRES08DEL01,28,4.8,26.910262,75.783013,27.020262,75.893013,Buffet ,motorcycle ,28
COIMBRES12DEL03,24,4.8,11.000762,76.981876,11.090762,77.071876,Drinks ,motorcycle ,15
PUNERES01DEL01,33,4.6,18.569156,73.774723,18.579156,73.784723,Drinks ,motorcycle ,47
MUMRES18DEL01,29,4.6,19.1093,72.825451,19.1493,72.865451,Snack ,motorcycle ,28
INDORES07DEL03,36,4.9,22.722634,75.886959,22.782634,75.946959,Meal ,electric_scooter ,18
BANGRES01DEL01,27,5.0,12.933284,77.615428,13.003284,77.685428,Buffet ,motorcycle ,38
MYSRES07DEL02,34,4.6,12.325461,76.632278,12.405461,76.712278,Drinks ,motorcycle ,40
HYDRES03DEL02,37,4.0,17.422819,78.449578,17.442819,78.469578,Drinks ,motorcycle ,31
RANCHIRES15DEL02,31,4.1,23.369746,85.33982,23.449746,85.41982,Snack ,motorcycle ,41
KOCRES02DEL03,23,4.5,10.028047,76.310019,10.088047,76.370019,Meal ,scooter ,22
HYDRES11DEL02,28,4.8,17.430448,78.418213,17.450448,78.438213,Meal ,motorcycle ,19
PUNERES12DEL01,29,4.4,18.520016,73.830547,18.560016,73.870547,Buffet ,motorcycle ,44
LUDHRES12DEL03,36,4.7,30.893244,75.821817,31.033244,75.961817,Snack ,scooter ,29
GOARES17DEL02,39,4.4,15.496162,73.825364,15.546162,73.875364,Buffet ,scooter ,36
INDORES08DEL02,39,4.8,22.725748,75.898497,22.745748,75.918497,Buffet ,scooter ,16
BANGRES15DEL01,29,4.6,12.975377,77.696664,12.985377,77.706664,Meal ,scooter ,13
CHENRES09DEL02,30,4.5,13.044694,80.26147,13.094694,80.31147,Snack ,motorcycle ,17
CHENRES02DEL02,20,4.4,13.086438,80.220672,13.166438,80.300672,Drinks ,motorcycle ,32
HYDRES05DEL02,25,4.5,17.433809,78.386744,17.483809,78.436744,Buffet ,motorcycle ,16
AGRRES14DEL02,35,4.8,27.16185,78.040165,27.24185,78.120165,Drinks ,motorcycle ,47
BANGRES06DEL01,23,4.5,12.979096,77.640625,13.019096,77.680625,Meal ,motorcycle ,11
MUMRES08DEL03,37,4.7,19.065838,72.832658,19.095838,72.862658,Meal ,scooter ,23
RANCHIRES06DEL01,23,4.7,23.357804,85.325146,23.467804,85.435146,Buffet ,scooter ,14
VADRES11DEL01,26,4.9,22.308096,73.167753,22.418096,73.277753,Snack ,motorcycle ,25
LUDHRES13DEL03,25,5.0,30.893234,75.82172,31.033234,75.96172,Buffet ,scooter ,20
COIMBRES20DEL03,27,4.8,10.994136,76.963303,11.054136,77.023303,Buffet ,motorcycle ,16
SURRES04DEL01,26,4.6,21.173493,72.801953,21.213493,72.841953,Snack ,motorcycle ,18
DEHRES04DEL03,39,4.8,30.340722,78.060221,30.370722,78.090221,Snack ,scooter ,27
COIMBRES09DEL01,29,4.6,11.008638,76.984311,11.018638,76.994311,Buffet ,electric_scooter ,11
RANCHIRES03DEL02,36,3.7,0.0,0.0,0.08,0.08,Snack ,scooter ,35
COIMBRES06DEL01,22,4.8,11.021278,76.995017,11.091278,77.065017,Buffet ,motorcycle ,34
RANCHIRES010DEL02,23,4.8,23.354422,85.3329,23.434422,85.4129,Snack ,motorcycle ,21
CHENRES16DEL03,30,4.6,13.049645,80.242268,13.079645,80.272268,Snack ,motorcycle ,19
BANGRES07DEL03,22,4.7,12.978453,77.643685,13.038453,77.703685,Snack ,scooter ,29
KOLRES16DEL01,30,4.6,22.539129,88.365507,22.649129,88.475507,Drinks ,motorcycle ,47
RANCHIRES17DEL01,35,4.6,23.374878,85.335739,23.414878,85.375739,Snack ,scooter ,30
MUMRES15DEL03,34,4.3,19.176269,72.836721,19.266269,72.926721,Meal ,electric_scooter ,38
HYDRES11DEL03,37,4.6,17.430448,78.418213,17.520448,78.508213,Drinks ,motorcycle ,45
COIMBRES09DEL03,24,4.7,11.008638,76.984311,11.068638,77.044311,Snack ,motorcycle ,19
KOLRES010DEL01,27,4.7,22.538999,88.322337,22.648999,88.432337,Snack ,scooter ,16
COIMBRES03DEL02,30,4.6,11.025083,77.015393,11.075083,77.065393,Snack ,scooter ,22
KNPRES12DEL01,29,4.6,26.492106,80.327797,26.502106,80.337797,Buffet ,motorcycle ,26
INDORES02DEL02,23,4.6,22.651847,75.881991,22.701847,75.931991,Drinks ,motorcycle ,16
RANCHIRES18DEL01,22,5.0,23.351489,85.324253,23.461489,85.434253,Meal ,scooter ,30
JAPRES02DEL03,24,4.9,26.914142,75.805704,26.944142,75.835704,Buffet ,electric_scooter ,24
MYSRES04DEL02,24,5.0,12.3085,76.665808,12.3585,76.715808,Drinks ,electric_scooter ,12
HYDRES05DEL01,33,4.2,17.433809,78.386744,17.443809,78.396744,Drinks ,scooter ,31
MYSRES04DEL01,50,6.0,12.3085,76.665808,12.4185,76.775808,Snack ,electric_scooter ,35
COIMBRES09DEL02,34,4.6,11.008638,76.984311,11.058638,77.034311,Snack ,motorcycle ,28
PUNERES12DEL03,35,4.4,18.520016,73.830547,18.550016,73.860547,Snack ,motorcycle ,31
JAPRES09DEL02,28,4.8,26.911378,75.789034,26.961378,75.839034,Snack ,scooter ,14
GOARES02DEL03,32,4.9,15.585658,73.743606,15.645658,73.803606,Drinks ,motorcycle ,23
SURRES12DEL03,21,4.8,21.183434,72.814492,21.273434,72.904492,Snack ,scooter ,16
SURRES13DEL02,21,5.0,21.170096,72.789122,21.300096,72.919122,Snack ,motorcycle ,33
MUMRES19DEL01,26,4.9,19.131141,72.813074,19.14114,72.823074,Meal ,motorcycle ,12
INDORES02DEL02,20,4.6,22.651847,75.881991,22.731847,75.961991,Buffet ,motorcycle ,16
MYSRES08DEL01,24,4.5,12.297954,76.665169,12.337954,76.705169,Drinks ,motorcycle ,44
VADRES010DEL03,35,4.2,22.310329,73.169083,22.340329,73.199083,Meal ,electric_scooter ,33
SURRES18DEL01,28,4.6,21.149834,72.778666,21.259834,72.888666,Buffet ,scooter ,29
INDORES08DEL02,32,4.9,22.725748,75.898497,22.805747,75.978497,Drinks ,motorcycle ,26
JAPRES08DEL01,29,4.2,26.910262,75.783013,26.920262,75.793013,Buffet ,motorcycle ,31
MYSRES04DEL01,23,4.9,12.3085,76.665808,12.3185,76.675808,Buffet ,motorcycle ,12
JAPRES05DEL01,30,4.9,26.905287,75.794592,27.015287,75.904592,Drinks ,electric_scooter ,36
COIMBRES010DEL03,21,4.9,11.003008,76.97544,11.033008,77.00544,Snack ,scooter ,24
RANCHIRES03DEL01,33,4.9,0.0,0.0,0.07,0.07,Drinks ,scooter ,40
SURRES03DEL03,21,4.6,21.186884,72.793616,21.246884,72.853616,Snack ,scooter ,33
KOCRES09DEL01,23,4.7,10.000706,76.349516,10.010706,76.359516,Snack ,motorcycle ,15
HYDRES04DEL02,37,4.6,17.411028,78.329645,17.491028,78.409645,Meal ,motorcycle ,48
MUMRES16DEL02,33,5.0,19.120083,72.907385,19.140083,72.927385,Drinks ,electric_scooter ,13
JAPRES20DEL03,26,4.0,26.956431,75.776649,27.016431,75.836649,Drinks ,motorcycle ,22
ALHRES010DEL02,20,4.7,0.0,0.0,0.05,0.05,Drinks ,scooter ,28
INDORES06DEL02,27,4.7,22.728163,75.884212,22.748163,75.904212,Meal ,scooter ,11
KOCRES17DEL01,22,4.7,9.959778,76.296106,9.999778,76.336106,Meal ,motorcycle ,24
BANGRES07DEL01,33,4.9,12.978453,77.643685,13.088453,77.753685,Buffet ,motorcycle ,15
DEHRES16DEL01,32,4.0,30.342509,78.061187,30.412509,78.131187,Snack ,motorcycle ,44
PUNERES15DEL01,39,5.0,18.636215,73.751081,18.706215,73.821081,Drinks ,motorcycle ,37
MYSRES13DEL02,21,4.9,12.310972,76.659264,12.440972,76.789264,Snack ,scooter ,30
BHPRES14DEL02,24,4.8,0.0,0.0,0.08,0.08,Snack ,scooter ,27
BANGRES19DEL01,29,4.6,12.914264,77.6784,12.984264,77.7484,Snack ,scooter ,32
INDORES07DEL03,28,4.5,22.722634,75.886959,22.752634,75.916959,Snack ,motorcycle ,17
MYSRES13DEL03,23,4.1,12.310972,76.659264,12.340972,76.689264,Meal ,motorcycle ,15
PUNERES13DEL02,33,4.6,18.56245,73.916619,18.58245,73.936619,Buffet ,scooter ,24
MUMRES16DEL01,26,4.6,19.120083,72.907385,19.130083,72.917385,Buffet ,scooter ,13
SURRES01DEL03,32,4.7,21.186438,72.794115,21.276438,72.884115,Drinks ,motorcycle ,27
PUNERES01DEL02,29,4.6,18.569156,73.774723,18.699156,73.904723,Meal ,scooter ,21
COIMBRES010DEL03,31,4.1,11.003008,76.97544,11.093008,77.06544,Meal ,motorcycle ,37
COIMBRES11DEL01,33,4.3,11.001753,76.986241,11.071753,77.056241,Buffet ,scooter ,38
JAPRES20DEL03,35,4.5,26.956431,75.776649,27.046431,75.866649,Meal ,scooter ,44
HYDRES13DEL03,20,4.6,17.431477,78.40035,17.491477,78.46035,Buffet ,motorcycle ,28
VADRES03DEL02,21,4.5,22.32,73.17,22.4,73.25,Buffet ,motorcycle ,40
COIMBRES20DEL02,33,4.9,10.994136,76.963303,11.014136,76.983303,Buffet ,motorcycle ,49
BANGRES18DEL01,36,4.6,12.913041,77.683237,12.953041,77.723237,Drinks ,scooter ,33
JAPRES01DEL02,25,4.5,26.90519,75.810753,26.98519,75.890753,Drinks ,motorcycle ,14
AURGRES19DEL02,24,4.6,19.866969,75.318894,19.946969,75.398894,Meal ,motorcycle ,15
ALHRES07DEL02,29,4.6,25.449659,81.839744,25.579659,81.969744,Snack ,motorcycle ,53
HYDRES07DEL01,36,4.2,17.424114,78.347554,17.464114,78.387554,Snack ,motorcycle ,32
BANGRES12DEL02,22,4.6,12.939496,77.625999,13.019496,77.705999,Drinks ,motorcycle ,18
RANCHIRES12DEL03,37,4.8,0.0,0.0,0.06,0.06,Buffet ,scooter ,15
COIMBRES19DEL01,26,4.7,11.022298,76.998349,11.132298,77.108349,Buffet ,motorcycle ,28
BANGRES06DEL02,38,4.6,12.979096,77.640625,13.059096,77.720625,Drinks ,scooter ,27
JAPRES15DEL02,39,4.8,26.891191,75.802083,26.911191,75.822083,Drinks ,electric_scooter ,15
MUMRES19DEL02,22,4.9,19.131141,72.813074,19.21114,72.893074,Snack ,motorcycle ,27
SURRES14DEL01,23,4.5,21.157729,72.768726,21.167729,72.778726,Meal ,motorcycle ,14
AGRRES02DEL02,25,4.2,0.0,0.0,0.05,0.05,Meal ,motorcycle ,25
MYSRES15DEL02,30,4.6,12.352058,76.60665,12.482058,76.73665,Snack ,motorcycle ,43
VADRES08DEL03,37,4.6,0.0,0.0,0.09,0.09,Snack ,motorcycle ,32
JAPRES14DEL01,33,3.8,26.88842,75.800689,26.99842,75.910689,Buffet ,motorcycle ,33
BANGRES16DEL01,32,4.7,13.029198,77.570997,13.139198,77.680997,Meal ,motorcycle ,46
BANGRES010DEL01,30,4.8,12.933298,77.614293,13.043298,77.724293,Drinks ,motorcycle ,40
JAPRES13DEL02,25,4.9,26.846156,75.8023,26.866156,75.8223,Snack ,motorcycle ,18
BANGRES15DEL03,29,4.9,12.975377,77.696664,13.035377,77.756664,Drinks ,scooter ,24
KOCRES14DEL03,32,4.9,10.027014,76.308053,10.117014,76.398053,Meal ,motorcycle ,54
AURGRES12DEL03,34,4.9,19.879631,75.323403,19.969631,75.413403,Buffet ,motorcycle ,25
VADRES09DEL01,25,4.4,0.0,0.0,0.11,0.11,Meal ,scooter ,33
CHENRES06DEL03,31,4.5,13.054347,80.257221,13.144347,80.347221,Meal ,motorcycle ,35
CHENRES18DEL03,34,4.9,12.981615,80.231598,13.011615,80.261598,Buffet ,scooter ,27
COIMBRES11DEL01,22,4.7,11.001753,76.986241,11.011753,76.996241,Buffet ,scooter ,18
HYDRES13DEL01,21,4.8,17.431477,78.40035,17.541477,78.51035,Meal ,scooter ,17
HYDRES12DEL01,24,4.8,17.429585,78.392621,17.439585,78.402621,Buffet ,motorcycle ,15
MYSRES07DEL02,24,4.9,12.325461,76.632278,12.455461,76.762278,Drinks ,scooter ,26
BANGRES07DEL02,33,4.7,12.978453,77.643685,13.108453,77.773685,Drinks ,electric_scooter ,27
SURRES06DEL01,21,4.8,21.185047,72.80859,21.295047,72.91859,Buffet ,motorcycle ,28
INDORES18DEL02,36,4.8,22.753839,75.897429,22.803839,75.947429,Meal ,motorcycle ,27
AGRRES13DEL01,24,4.7,27.159795,78.04299,27.169795,78.05299,Snack ,scooter ,12
AGRRES04DEL02,33,5.0,27.195928,77.998092,27.275928,78.078092,Drinks ,scooter ,27
MYSRES08DEL03,35,4.3,12.297954,76.665169,12.387954,76.755169,Snack ,motorcycle ,45
MUMRES20DEL02,26,5.0,19.103249,72.846749,19.233249,72.976749,Buffet ,motorcycle ,17
INDORES010DEL03,35,4.9,22.75004,75.902847,22.81004,75.962847,Buffet ,motorcycle ,23
CHENRES01DEL03,26,4.6,13.005801,80.250744,13.065801,80.310744,Drinks ,scooter ,17
PUNERES03DEL01,37,4.9,18.554382,73.798206,18.624382,73.868206,Buffet ,scooter ,43
INDORES18DEL03,26,4.7,22.753839,75.897429,22.783839,75.927429,Drinks ,scooter ,25
JAPRES15DEL01,36,3.6,26.891191,75.802083,26.961191,75.872083,Snack ,scooter ,44
KNPRES18DEL03,22,4.7,26.474133,80.3481,26.504133,80.3781,Drinks ,scooter ,27
